Time	pre	pre	tem	tem
19860813/1200	0.8	0.1	6.7	5.9
19860814/1200	0.9	3.9	6.8	4.9
19860815/1200	0.1	4.5	5.1	4.1
19860816/1200	0	0	6.1	4.4
19860817/1200	0	0	5.9	4.4
19860818/1200	0	0	5.3	3.2
19860819/1200	0	3.2	4.1	2.8
19860820/1200	0	0.9	4.8	2.7
19860821/1200	0	1.9	4.6	3.1
19860822/1200	0	0	3.1	2.9
19860823/1200	0.1	4.5	3.8	3.9
19860824/1200	2.4	5.5	5.1	4.7
19860825/1200	0.3	4.7	3.7	3.4
19860826/1200	0.8	0	4.3	3.3
19860827/1200	0	0	5.1	3.7
19860828/1200	0	0	4.3	3
19860829/1200	0	0	3	4
19860830/1200	0	0	4.4	3.1
19860831/1200	0	0	3.8	3.1
19860901/1200	0	0	3.9	2.1
19860902/1200	0.8	0	3.3	3.3
19860903/1200	1.5	1.8	5.3	3.9
19860904/1200	0	1.9	4.6	3.4
19860905/1200	0	0.1	5.6	3.2
19860906/1200	0	0	3.6	3.7
19860907/1200	0	0	1.6	2.1
19860908/1200	0	0	0.9	0.7
19860909/1200	0	0	-1.1	-0.1
19860910/1200	0	0	0.8	0.2
19860911/1200	0.1	0.5	1.8	0.9
19860912/1200	0	0	0.9	-0.5
19860913/1200	0	0	-0.3	-1.5
19860914/1200	0	0	-0.9	-2.4
19860915/1200	0	0	-0.3	-1.7
19860916/1200	0	0	-0.6	-2
19860917/1200	0.5	2	-1.9	-3.5
19860918/1200	0.5	1.5	-1.8	-1.2
19860919/1200	0	0.3	-0.5	-0.5
19860920/1200	0	0	-0.9	-2.2
19860921/1200	0	0.8	-6.4	-8.2
19860922/1200	0	0.1	-5.7	-7.2
19860923/1200	0	0	-4.3	-5.5
19860924/1200	0	0	-5.8	-6.3
19860925/1200	0	0	-6.4	-7.9
19860926/1200	0	0	-6.7	-8.4
19860927/1200	0.1	0.1	-9.6	-11.8
19860928/1200	0	0	-8	-10.5
19860929/1200	0.1	0	-7.5	-12
19860930/1200	0.2	1.2	-4	-2.8
19861001/1200	0.2	3.2	-2.1	-5.4
19861002/1200	0.2	0	-10.3	-9.7
19861003/1200	0	0	-13.4	-10.8
19861004/1200	0	0	-9.6	-7.4
19861005/1200	0	0	-8.3	-4.4
19861006/1200	0	0.1	-6.3	-4
19861007/1200	0.2	1.1	2.3	1.4
19861008/1200	0	0.3	-2.6	-0.7
19861009/1200	0	0	-6.5	-2.5
19861010/1200	0	0	-1	-0.2
19861011/1200	0	0	2.8	1.8
19861012/1200	0.1	0	3.2	2.8
19861013/1200	2.7	0.1	2.1	1.7
19861014/1200	3	7.8	-2	-3.4
19861015/1200	2	12.3	-1.8	-2.6
19861016/1200	0	1	-4.3	-6
19861017/1200	0	0	-5.9	-8
19861018/1200	0	0	-9.1	-11.7
19861019/1200	0	0	-10.2	-11.1
19861020/1200	0	0	-5.3	-5.3
19861021/1200	0	0	1.4	0.3
19861022/1200	4.5	0	0.7	-1.1
19861023/1200	0.6	0.5	0.6	-2.9
19861024/1200	0.2	0	-2.3	-3.1
19861025/1200	0	0	-6.2	-10.8
19861026/1200	0	0	-7.7	-9
19861027/1200	0.4	1	1.6	0.5
19861028/1200	0.2	0	-3.6	-4
19861029/1200	0	0.8	-6.2	-5.3
19861030/1200	0	0	-4.9	-7
19861031/1200	0	0	-8.4	-8.4
19861101/1200	0.1	0	-9.7	-9.7
19861102/1200	0	0	-7.9	-10.6
19861103/1200	1	0	-8.5	-9.1
19861104/1200	0	0	-7.9	-9.9
19861105/1200	0	0	-5.3	-6.2
19861106/1200	0	0	-11.2	-8.4
19861107/1200	0	0	-13.2	-13
19861108/1200	0	0	-14.3	-12.1
19861109/1200	0	0	-17.3	-15.1
19861110/1200	0	0	-15.4	-15.2
19861111/1200	0	0	-12.4	-15.3
19861112/1200	0	0	-11.9	-14
19861113/1200	2.3	1.3	-11.6	-12.5
19861114/1200	0.3	0.4	-14.2	-14.8
19861115/1200	0	0	-15.8	-16.3
19861116/1200	0	0	-5.3	-5.2
19861117/1200	0	0	-1.5	-0.5
19861118/1200	1	0.8	2.8	3.8
19861119/1200	0.3	14.8	0.9	-0.3
19861120/1200	0	0	-1.5	-3.4
19861121/1200	0.1	0	-4.1	-4.3
19861122/1200	0.5	0	-4.1	-4.5
19861123/1200	0.1	0	-6.9	-5.7
19861124/1200	0.2	0.9	-8.2	-10.2
19861125/1200	0	0	-8.5	-7.3
19861126/1200	0	0	-8.2	-8
19861127/1200	0	0	-10.8	-9.3
19861128/1200	1.1	1	-12	-15.4
19861129/1200	0.3	0	-13.8	-15.3
19861130/1200	0	0	-17.8	-17
19861201/1200	0.4	0	-15.7	-16.9
19861202/1200	0.1	0	-14.6	-15.9
19861203/1200	0	0	-19.1	-15.5
19861204/1200	0	0	-19.7	-17.2
19861205/1200	0.3	0	-20.6	-20.8
19861206/1200	0.2	0.2	-22.8	-23.4
19861207/1200	0.1	0	-20.9	-21
19861208/1200	0	0.1	-21.6	-20.4
19861209/1200	0	0	-16.3	-14.6
19861210/1200	0	0	-13.4	-12.7
19861211/1200	0	0	-15.4	-10.8
19861212/1200	0	0	-5.8	-4.2
19861213/1200	0	0	-7.9	-5
19861214/1200	0	0	-3.9	-2.3
19861215/1200	0	0	-5.1	-2.1
19861216/1200	0	0	-10.1	-9.2
19861217/1200	0	0	-11	-6.3
19861218/1200	0.5	0	-3.7	-3.3
19861219/1200	0	0.4	-8.8	-7.8
19861220/1200	0.1	0	-13.7	-10
19861221/1200	0.3	0.1	-14.8	-6.2
19861222/1200	0.1	0.3	-7.9	-4
19861223/1200	0.3	7.2	0.1	0.5
19861224/1200	0.1	4.3	2.3	2.3
19861225/1200	0	14.3	0.3	0.8
19861226/1200	0.2	0	-1.4	-1.4
19861227/1200	0.2	0	-4.8	-3.3
19861228/1200	0	0	-9.6	-9
19861229/1200	0	0.1	-12.7	-10.6
19861230/1200	0	0	-16.3	-14
19861231/1200	0	0.5	-12.8	-8.4
19870101/1200	0	0	-6	-6.1
19870102/1200	0	0	-10.5	-6.1
19870103/1200	0	0	-12.7	-6.4
19870104/1200	0.4	1.6	-12.9	-8.4
19870105/1200	0	0	-9.5	-5.7
19870106/1200	0	0	-10.5	-5.9
19870107/1200	0	0	-6.3	-4.8
19870108/1200	0	0	-6.8	-4.1
19870109/1200	0.1	1.9	-1.6	-0.7
19870110/1200	0.3	16.8	1.7	1.1
19870111/1200	0.4	19.5	-0.7	-1.9
19870112/1200	0.6	0.7	-0.3	-1.7
19870113/1200	0	0.2	-5.4	-4.6
19870114/1200	2.3	6.1	-7.8	-8.5
19870115/1200	0.1	0	-17	-18.4
19870116/1200	0	0.8	-19.7	-20.4
19870117/1200	0.1	0.3	-8.6	-5.8
19870118/1200	0	0.6	0.8	-0.1
19870119/1200	0.1	9.5	1.3	0.3
19870120/1200	3.1	6	-6.7	-6.8
19870121/1200	0.5	0.4	-15.6	-17.6
19870122/1200	0	0	-23.8	-24.5
19870123/1200	0	0	-23.7	-18.1
19870124/1200	0	0	-13.5	-9.6
19870125/1200	0	0.1	-19.8	-16.9
19870126/1200	0	0.1	-21.8	-21.5
19870127/1200	0	0	-24.5	-24.6
19870128/1200	0	0	-27.3	-21.6
19870129/1200	0	0	-21.5	-18.5
19870130/1200	0	0	-21.4	-21.3
19870131/1200	0.1	0	-16.6	-15.3
19870201/1200	0	0	-16.8	-18.6
19870202/1200	0	0	-19.6	-17.6
19870203/1200	0	0	-18.4	-13.8
19870204/1200	0	0	-16.7	-14.9
19870205/1200	0	0	-18.9	-17.8
19870206/1200	0	0	-21.2	-18.7
19870207/1200	0	0	-22.6	-17.8
19870208/1200	0	0	-22.7	-12.5
19870209/1200	0.1	0.6	-10.2	-4.4
19870210/1200	1.7	0.3	-7.9	-6
19870211/1200	1.5	0.1	-13.6	-12.2
19870212/1200	0	0	-14.8	-14.1
19870213/1200	0	0	-8.2	-5.8
19870214/1200	0.1	0	-7.6	-5.9
19870215/1200	0	0	-14.4	-11.4
19870216/1200	0	0	-20.7	-12.1
19870217/1200	1	0.2	-22.1	-12.5
19870218/1200	0.1	0	-13.6	-10.1
19870219/1200	0.7	0.1	-20.2	-17
19870220/1200	0.1	0	-18.5	-16.2
19870221/1200	0	0	-17.1	-13.1
19870222/1200	0	0	-22.3	-20.8
19870223/1200	0	0	-17.6	-16
19870224/1200	0	0	-24.8	-20.8
19870225/1200	0.2	0	-25.1	-22
19870226/1200	0.1	0	-22.6	-19
19870227/1200	0	0	-28.8	-24.3
19870228/1200	0	0	-11.4	-6.1
19870301/1200	0.9	18.3	-0.9	-0.9
19870302/1200	2.1	14.8	1.6	0.2
19870303/1200	4.8	11.1	-0.8	-1.1
19870304/1200	0.7	7.7	-9.4	-10
19870305/1200	0.4	2.3	-15.6	-15.3
19870306/1200	0	0.8	-7.9	-2
19870307/1200	5.6	40	1.3	-0.7
19870308/1200	0.2	21.4	-4.6	-8.2
19870309/1200	0	0.2	-0.5	-2.6
19870310/1200	3.4	6.4	-0.3	-1.8
19870311/1200	1.2	3.7	-6.5	-8.8
19870312/1200	0.4	0	-15.8	-8.1
19870313/1200	2.8	9.3	0.6	0.6
19870314/1200	8.9	4.5	-5	-5.1
19870315/1200	0.3	1.8	-11.4	-10.3
19870316/1200	0	0	-17.3	-15.8
19870317/1200	0	0	-23.5	-18
19870318/1200	0	0	-25.7	-19.6
19870319/1200	0	0	-24.6	-22.2
19870320/1200	0	0	-23.7	-20.5
19870321/1200	0	0	-18.6	-18.5
19870322/1200	0	0	-23.4	-20
19870323/1200	0	0	-24	-15.4
19870324/1200	0	0.6	-19	-11.4
19870325/1200	0.4	0.1	-19.5	-15.4
19870326/1200	0	0	-24.9	-21.2
19870327/1200	0	0	-25	-19.1
19870328/1200	0	0	-24.9	-20.5
19870329/1200	0	0	-20.6	-19.5
19870330/1200	0	0	-23.4	-19.1
19870331/1200	0	0	-20.8	-18.3
19870401/1200	0	0	-14.2	-12.2
19870402/1200	0	0	-12.1	-9.9
19870403/1200	0	0.6	-13.2	-5.8
19870404/1200	0.1	0.1	-3.4	-2.8
19870405/1200	0	0	-9.4	-7.9
19870406/1200	0	0	-15.1	-13
19870407/1200	0	0	-15.6	-14.1
19870408/1200	0	0	-18.4	-16.9
19870409/1200	0.1	0.1	-18.3	-14.7
19870410/1200	0.1	0	-17.8	-16.7
19870411/1200	0	0	-14.8	-15.1
19870412/1200	0.1	0	-15.4	-11.8
19870413/1200	1	3	-10.7	-3.5
19870414/1200	0.7	0.8	-6.4	-6.1
19870415/1200	0.7	0.2	-6.2	-4.1
19870416/1200	0	0	-13.1	-9.6
19870417/1200	0	0	-9.3	-9.5
19870418/1200	0	0	-10.9	-9.7
19870419/1200	0.2	0.2	-11.2	-8.2
19870420/1200	0.3	1.1	-9.2	-4.7
19870421/1200	0	0	-7.7	-2.3
19870422/1200	0	0	-6.9	-7.1
19870423/1200	0	0	-4	-5.1
19870424/1200	0	0	-0.7	-0.8
19870425/1200	0	0.1	0.1	1.9
19870426/1200	0.1	18.7	1.8	1.9
19870427/1200	0.1	1.5	2.8	1.8
19870428/1200	0	0.7	-1.4	-1.2
19870429/1200	2.5	1.5	-2.8	-2.8
19870430/1200	0.5	0	-3.5	-3
19870501/1200	1.3	0	-3.8	-3.1
19870502/1200	0	0	-5.3	-3.9
19870503/1200	0.6	0	-5.6	-7.1
19870504/1200	0.5	1.8	-6.6	-7.3
19870505/1200	0	0	-8.6	-7.5
19870506/1200	0	0	-9.2	-7.6
19870507/1200	0	0	-9.6	-6.1
19870508/1200	0.8	0	-6.6	-3.3
19870509/1200	0	0	-7.3	-5.8
19870510/1200	0	0	-7.7	-6.6
19870511/1200	0.1	0	-6.9	-5.6
19870512/1200	0.8	0.1	-7.6	-5.5
19870513/1200	0	0	-7	-5.6
19870514/1200	0	0	-7.2	-6.5
19870515/1200	0	0.6	-3.1	-2.4
19870516/1200	0.1	2.5	1.6	0.1
19870517/1200	0	4.1	1.5	2.2
19870518/1200	1.6	2	-0.4	0.5
19870519/1200	0.5	2.8	0.5	1.6
19870520/1200	0	0	0.5	0.4
19870521/1200	0.5	1	-1.1	-2.7
19870522/1200	0	0.1	-3.3	-3.4
19870523/1200	0	0	-2.6	-3.2
19870524/1200	0	0	-2.6	-1.5
19870525/1200	0	0	-0.8	-0.9
19870526/1200	0.1	0	0.5	2
19870527/1200	0	0	-0.8	1.2
19870528/1200	0	0	-0.9	0.8
19870529/1200	0	0	0.1	1.1
19870530/1200	0.1	0	-1	0.6
19870531/1200	0	0	1	0.1
19870601/1200	0	0	1	1.1
19870602/1200	0	0	0	-0.3
19870603/1200	0	0	-0.2	0.3
19870604/1200	0	0	-1.7	-0.5
19870605/1200	0.9	0.8	-0.6	0.2
19870606/1200	0	0	0.5	0.5
19870607/1200	0	0	0.7	0.9
19870608/1200	0	0	1.1	1.2
19870609/1200	0	0	2.2	2.8
19870610/1200	0	0	2.9	3.3
19870611/1200	0	0	1.9	1.8
19870612/1200	0	0	1.6	0.6
19870613/1200	0	0	0.5	0.3
19870614/1200	0	0	1.2	1.7
19870615/1200	0	0	1.4	1.3
19870616/1200	0.1	0	2.8	2.5
19870617/1200	0	0	4.1	2.8
19870618/1200	0	0	4.2	2.5
19870619/1200	0	0	2.4	2.6
19870620/1200	0.1	0	3.5	3.1
19870621/1200	0.4	1.2	2.5	1.1
19870622/1200	0	0.1	2.7	0.3
19870623/1200	0	0.8	2.4	0.4
19870624/1200	0.1	0	2.4	1.7
19870625/1200	4.2	0	0.8	2.1
19870626/1200	2.5	0.8	3.7	2.5
19870627/1200	0	0.1	4.4	3.1
19870628/1200	0	0	5.8	1.4
19870629/1200	0	0	4.2	1.3
19870630/1200	0	0	3.4	0.7
19870701/1200	0	0	4.9	2.2
19870702/1200	0.1	0	3.2	3.5
19870703/1200	0.9	0	3.5	3.3
19870704/1200	0.7	0.7	2.7	3.3
19870705/1200	0	0	3.2	2.7
19870706/1200	0.5	0.6	2.5	2.1
19870707/1200	0.2	0.2	3.6	2.6
19870708/1200	0	0.2	5.4	5
19870709/1200	0	0	6	5.2
19870710/1200	0	0	7.7	5.7
19870711/1200	0	0	6.9	3.5
19870712/1200	0	0	5.9	2.2
19870713/1200	0	0.1	3.4	1.9
19870714/1200	0	0.5	3.7	3.2
19870715/1200	0	0	4.5	4.8
19870716/1200	0	0	7.6	6.5
19870717/1200	0	0	5.6	5.9
19870718/1200	0	0	6.7	6.7
19870719/1200	0.4	1.8	7	5.3
19870720/1200	0.2	0	5.7	6.3
19870721/1200	0.3	0.9	5.7	5.2
19870722/1200	6	14.1	4.9	4.7
19870723/1200	0	0	3.8	1.5
19870724/1200	0.9	1.5	3.6	2.4
19870725/1200	0	0	5.7	3.5
19870726/1200	0	0	5.1	4.3
19870727/1200	0	0.4	3.7	1.3
19870728/1200	1.2	5.3	2.9	2.1
19870729/1200	0	0.2	3.6	3.6
19870730/1200	4.6	3.2	2.6	2.5
19870731/1200	1.7	3.1	4.6	3.3
19870801/1200	0	0.8	5.2	6
19870802/1200	0.3	0	7	6.3
19870803/1200	0.1	0.2	9.7	7.6
19870804/1200	0.1	0.8	10.7	7.4
19870805/1200	0	0	10.7	8.3
19870806/1200	0	0	9.5	7.8
19870807/1200	0	0	9.7	8.2
19870808/1200	0	0	3.9	4.9
19870809/1200	0	0	4.6	4.8
19870810/1200	0	0	4	2.7
19870811/1200	0	0	4.8	2.9
19870812/1200	0	0	3.4	2.6
19870813/1200	0	0	4.3	3.1
19870814/1200	0	0	4.5	2.8
19870815/1200	12.2	5.2	1.3	1.9
19870816/1200	0	0	0.8	1.7
19870817/1200	1.9	0	1.6	2.6
19870818/1200	0.1	0	0.7	0.8
19870819/1200	1.9	1.8	1.5	1.5
19870820/1200	0	0	2.4	1.9
19870821/1200	0.1	4.5	1.8	0.4
19870822/1200	0.2	2.3	1.8	1.5
19870823/1200	0	0	2.6	2.3
19870824/1200	0.3	1.9	2.9	2.2
19870825/1200	0.2	0	3.1	3.3
19870826/1200	0	0	1.9	1.6
19870827/1200	0	0	2	1.3
19870828/1200	0.2	0.5	4.2	4.2
19870829/1200	0	0	2.6	2.3
19870830/1200	1.5	0	0.1	2.7
19870831/1200	2	0	1.1	0.4
19870901/1200	0	0	0.8	0.4
19870902/1200	1	0.3	0.5	0.4
19870903/1200	0	0	1.3	-0.2
19870904/1200	0.1	0	2.2	1.3
19870905/1200	0	0.1	2.9	0.5
19870906/1200	0	0	0.6	-0.6
19870907/1200	0	0	-0.5	-0.3
19870908/1200	0	0	2	0.8
19870909/1200	0	0	2.1	-0.2
19870910/1200	0	0	1.5	-0.5
19870911/1200	0	0	0.2	-1.7
19870912/1200	1	1.3	0.8	0.4
19870913/1200	5.3	0.2	-1.2	-1.1
19870914/1200	2.2	0.3	-0.7	-1.1
19870915/1200	0	0	0.8	0.1
19870916/1200	0	0	1.3	0.6
19870917/1200	0	0	-0.2	-1.1
19870918/1200	0	0	-4	-4.6
19870919/1200	0	0	-5.1	-5.9
19870920/1200	0	0	-4	-2.3
19870921/1200	0	4	-2.7	-3.5
19870922/1200	1.9	0.3	-2.7	-3.7
19870923/1200	0.1	0	-2.4	-5.8
19870924/1200	0	0	-2	-3
19870925/1200	0.8	0	-4.9	-4.5
19870926/1200	0	0	-8.8	-7.7
19870927/1200	0.1	0	-6.7	-6.7
19870928/1200	0.4	0.3	-1.7	-3.1
19870929/1200	1.2	0.9	-1.1	-2.8
19870930/1200	2.9	7.7	-8.9	-9.5
19871001/1200	0	0.6	-5.5	-5.3
19871002/1200	0.2	1.8	-3.6	-4.3
19871003/1200	0.5	0	-6.1	-6.9
19871004/1200	0.4	0	-7.2	-8.2
19871005/1200	0.1	0	-7.9	-10
19871006/1200	1.1	0	-13.6	-13.9
19871007/1200	0.1	0	-6.4	-6.5
19871008/1200	0.2	0	-6	-5.7
19871009/1200	0	0	-11.3	-10.9
19871010/1200	0	0	-7.3	-4.8
19871011/1200	2	5.5	-6.2	-5.3
19871012/1200	1.8	0.3	-7.8	-9.7
19871013/1200	0.2	0.4	-7.1	-6.6
19871014/1200	0.3	4.5	-1.7	-2.8
19871015/1200	0	4.5	-1.5	-3.2
19871016/1200	3.9	2.9	-5.4	-9.5
19871017/1200	0.4	0	-17	-16.2
19871018/1200	0	0	-13.7	-16.2
19871019/1200	1.4	1.6	-6.9	-8.2
19871020/1200	0.6	1.4	-12.1	-15
19871021/1200	0.1	1.4	-11.5	-11.6
19871022/1200	0	0.7	-12.8	-11.8
19871023/1200	0	0.3	-2.9	-1.6
19871024/1200	0.1	3	4.4	4.4
19871025/1200	6.7	5.9	1.3	1.9
19871026/1200	0	0.8	2.7	1.5
19871027/1200	0.1	9.1	-2.8	-4.6
19871028/1200	0.1	0	-4	-2.3
19871029/1200	0.1	1.5	-4	-5.1
19871030/1200	1	0.6	-7.1	-9.2
19871031/1200	0.1	0.8	-11.3	-11.7
19871101/1200	0	0	-11	-11.7
19871102/1200	0	0	-7.2	-5.3
19871103/1200	0.1	0	-7	-5.5
19871104/1200	1.1	0	-8.2	-9.1
19871105/1200	1.3	0.1	-15	-14.8
19871106/1200	0	0	-15.5	-15.9
19871107/1200	0	0	-15.5	-15.8
19871108/1200	0	0	-19.2	-16.2
19871109/1200	0	0	-16.9	-12.6
19871110/1200	0	0	-14.1	-7.8
19871111/1200	0	0	-13.8	-10.9
19871112/1200	0	0	-10.1	-4.4
19871113/1200	0.3	0.8	-8.5	-3
19871114/1200	0	0.7	-6.2	-9.4
19871115/1200	0	0	-9.5	-7.2
19871116/1200	0	0.1	-10.8	-5.9
19871117/1200	0.8	0.2	-8.5	-6.8
19871118/1200	1.6	1.4	-10.8	-15.7
19871119/1200	1.4	0	-6.8	-6.2
19871120/1200	0	2.6	-0.5	-0.7
19871121/1200	0.2	0	-3.7	-6.4
19871122/1200	2.2	3.2	-12.9	-13.5
19871123/1200	0	0	-19.5	-18.1
19871124/1200	0	0	-20.6	-17.1
19871125/1200	0.2	1.2	-4	-6
19871126/1200	1.2	1.7	-3.5	-3.7
19871127/1200	3.7	4	-10.1	-12
19871128/1200	0.3	2.6	-6.2	-7.5
19871129/1200	6.5	16	-3	-5.6
19871130/1200	1.1	6.7	-12	-12.4
19871201/1200	0.3	1.1	-16.1	-15.2
19871202/1200	0.3	0.4	-23.1	-24.2
19871203/1200	0	0	-27.8	-22.9
19871204/1200	0	0	-27.6	-24.5
19871205/1200	0.5	0.1	-22.2	-17.1
19871206/1200	0	0.3	-15.5	-10.8
19871207/1200	0.2	0.3	-10.2	-9.3
19871208/1200	0.4	0.1	-13.9	-17.3
19871209/1200	0.1	0	-19	-16.5
19871210/1200	0	0	-22.6	-20.2
19871211/1200	0	0	-21.6	-19.7
19871212/1200	0	0	-22.2	-22.3
19871213/1200	0	0	-14.3	-13.2
19871214/1200	0	0	-21.3	-17.9
19871215/1200	0	0	-22.7	-20.6
19871216/1200	0	0	-20.7	-18.4
19871217/1200	0	0	-18.3	-16.2
19871218/1200	0	0	-16.9	-18
19871219/1200	0	0	-18.4	-19.6
19871220/1200	0	0	-20.8	-13.1
19871221/1200	1.3	3.8	-11.4	-12.4
19871222/1200	0.3	0.7	-9.4	-6.2
19871223/1200	0.2	0.7	-4.3	-3.7
19871224/1200	0.1	0	-4.8	-5.2
19871225/1200	0.2	5	-5.6	-6.9
19871226/1200	1.2	2.5	-14.8	-12.1
19871227/1200	0.3	0	-20.9	-18.5
19871228/1200	0	0	-24.2	-21.2
19871229/1200	0	0	-26.2	-22.1
19871230/1200	0	0	-23.5	-21.2
19871231/1200	0	0	-20.6	-22.7
19880101/1200	0	0	-20.9	-21.3
19880102/1200	0	0	-18.3	-18.5
19880103/1200	0.1	0	-16.5	-16.1
19880104/1200	0	0	-17.9	-16.3
19880105/1200	0	0	-17.9	-19
19880106/1200	0	0	-21.4	-22.7
19880107/1200	0	0	-15.2	-11.4
19880108/1200	0	0	-13.7	-14.7
19880109/1200	0	0	-20.9	-18.5
19880110/1200	0	0	-17.7	-20.2
19880111/1200	0	0	-23.6	-21
19880112/1200	0	0	-22.1	-22.1
19880113/1200	0	1.3	-15.2	-16.4
19880114/1200	0.8	2	-13.8	-16.5
19880115/1200	0.3	0	-21.3	-21.2
19880116/1200	1.4	1.3	-10.4	-8.6
19880117/1200	1.4	3.5	1	0.2
19880118/1200	1	7.2	-0.4	-1.7
19880119/1200	4	8.7	-3.4	-11
19880120/1200	8.1	24.1	-10.2	-14.9
19880121/1200	1.9	0	-18.1	-19.5
19880122/1200	2.2	1.7	-25.1	-29.9
19880123/1200	0.1	0	-23.3	-22.6
19880124/1200	1.9	0	-23.3	-22.8
19880125/1200	0.2	0	-18.6	-19.9
19880126/1200	0.3	0	-20.9	-20.9
19880127/1200	0.2	0	-22.8	-21.8
19880128/1200	1.1	0.8	-11.9	-8.9
19880129/1200	4.9	4.9	-13.3	-17.4
19880130/1200	0	0.1	-25.8	-25.1
19880131/1200	0	0	-21.2	-14.2
19880201/1200	0.4	0.9	-19.9	-10.7
19880202/1200	0	1	-16.5	-12.7
19880203/1200	0	0.1	-22.6	-23.7
19880204/1200	0	0	-24.4	-28
19880205/1200	0	0	-23.4	-25.5
19880206/1200	0	0	-21.1	-25.2
19880207/1200	0	0	-25.9	-28.4
19880208/1200	0	0	-25.6	-26.6
19880209/1200	0	0	-5.3	-4.3
19880210/1200	0.1	0	-10.3	-5.9
19880211/1200	0.4	1.6	-12.6	-11.4
19880212/1200	0.2	0	-19.1	-10.4
19880213/1200	0	0	-12.9	-8.6
19880214/1200	0	0	-14.8	-8.7
19880215/1200	0	1.7	-12.1	-5.1
19880216/1200	0	0	-10.1	-5.5
19880217/1200	0	2.1	-1.6	0.4
19880218/1200	0	0.4	-1.2	0
19880219/1200	0	5.7	-7	-3.9
19880220/1200	0	0	-6.4	-4.4
19880221/1200	0	0.1	-12	-8.4
19880222/1200	0	0	-14.2	-11.4
19880223/1200	0	0	-12.8	-5.4
19880224/1200	0.1	0.4	-0.6	-0.3
19880225/1200	3.1	13.1	-0.7	-2.6
19880226/1200	4.9	6.3	-13.1	-15.2
19880227/1200	0	0	-21.5	-18.4
19880228/1200	0	0	-25.4	-25.7
19880229/1200	0	0	-30.9	-27.4
19880301/1200	1.5	0	-24.7	-20.7
19880302/1200	1.3	0	-18.3	-19
19880303/1200	0.3	0	-15.8	-16.1
19880304/1200	0	0	-23	-21.6
19880305/1200	0	0	-26.6	-16.4
19880306/1200	0.4	0.5	-20.1	-15.1
19880307/1200	1.2	0.6	-16	-17.5
19880308/1200	3.8	0	-14.1	-7.8
19880309/1200	2.3	1.7	-3.4	-3.2
19880310/1200	0	0.1	-8.9	-5.8
19880311/1200	0	0	-15.4	-11.7
19880312/1200	0	0	-21.4	-20.3
19880313/1200	0	0	-29.7	-26.3
19880314/1200	0	0	-30.8	-27
19880315/1200	0	0	-26.4	-24.4
19880316/1200	0	0	-27.2	-26.1
19880317/1200	0	0	-27.8	-26.8
19880318/1200	0	0	-22	-22
19880319/1200	0	0	-6.3	-8.5
19880320/1200	0.1	0	-10.1	-12.5
19880321/1200	1.9	0	-10.7	-14.7
19880322/1200	0	0.4	-20.2	-23.2
19880323/1200	0	0	-20.3	-13.9
19880324/1200	0.1	0	-15.4	-8.7
19880325/1200	1.4	3	-18.5	-16.6
19880326/1200	0.7	0	-21.7	-21.3
19880327/1200	0.1	0	-28.6	-25.9
19880328/1200	0	0	-27.1	-15.7
19880329/1200	1.8	1.6	-17	-14.3
19880330/1200	0.8	1.2	-19.1	-22.1
19880331/1200	0	0	-20.6	-15.6
19880401/1200	0.2	3.5	-4.9	-8.3
19880402/1200	2.6	6.7	-16.9	-18.7
19880403/1200	3.8	2.5	-21.8	-21.5
19880404/1200	0.4	0.1	-27.3	-26.2
19880405/1200	0	0	-26.3	-23
19880406/1200	0	0	-25.3	-23.1
19880407/1200	0	0	-28.1	-25.6
19880408/1200	0	0	-33.3	-30.6
19880409/1200	0.8	0	-21	-20.6
19880410/1200	1.1	0	-15.2	-13.6
19880411/1200	0	0	-22.1	-19.2
19880412/1200	0	0	-25.4	-21.7
19880413/1200	0	0	-26.9	-23
19880414/1200	0	0	-24.3	-20.6
19880415/1200	0.1	0	-21.6	-21.1
19880416/1200	0.3	0	-19.9	-21.7
19880417/1200	0	0	-17.4	-16.5
19880418/1200	0	0	-20.4	-19.3
19880419/1200	0	0	-23.8	-22.6
19880420/1200	0.1	0	-21.1	-18
19880421/1200	0	0	-16.1	-13.3
19880422/1200	0	0	-13.5	-14.3
19880423/1200	0.2	0.7	-13.2	-13.5
19880424/1200	0	0.3	-13.6	-11
19880425/1200	0.2	2.6	-6.8	-7.3
19880426/1200	0.3	1.2	-15.6	-13.7
19880427/1200	0	0	-8.5	-8.1
19880428/1200	1.9	2.1	-1.7	-1.9
19880429/1200	0.3	1	-3.6	-3.7
19880430/1200	0	0	-6.8	-6.8
19880501/1200	0	0	-8.4	-9.3
19880502/1200	0	0	-9.9	-8.5
19880503/1200	0	0	-11.1	-8.6
19880504/1200	0	0	-10.9	-8.7
19880505/1200	0	0	-9.1	-8.2
19880506/1200	0	0	-6.2	-7.4
19880507/1200	0	0	-4.9	-5.4
19880508/1200	0	0	-2.1	0.4
19880509/1200	0.3	3.2	1.2	1.5
19880510/1200	0.2	1.6	3.6	2.1
19880511/1200	0.1	8.4	0.3	-1.7
19880512/1200	0	3.8	-3.6	-3.3
19880513/1200	0	0.1	-2.9	-3.4
19880514/1200	0	0	-3.1	-3.6
19880515/1200	0	0	-2.6	-2.8
19880516/1200	0	0	-1.3	-1.1
19880517/1200	0	0	-1.4	0.1
19880518/1200	0	0	-3.7	-1.9
19880519/1200	0	0	-3.6	-0.4
